ProdID,Rating,Text
P5661,2,Decepcionado com a compra.
P9871,1,Produto chegou quebrado.
P6874,4,Muito bom mesmo!
P1626,4,"Nada a reclamar, só elogios."
P4729,2,"Experiência horrível, perdi meu tempo."
P7944,1,"Horrível, não recomendo."
P2790,1,"Muito ruim, não gostei."
P3692,2,"Atendimento péssimo, nunca mais."
P6882,4,"Qualidade incrível, entrega rápida."
P5216,1,"Horrível, não recomendo."
P2703,2,"Péssima qualidade, não funciona direito."
P3347,2,"Experiência horrível, perdi meu tempo."
P4741,1,"Atendimento péssimo, nunca mais."
P5110,2,"Horrível, não recomendo."
P7666,1,"Atendimento péssimo, nunca mais."
P8781,1,"Horrível, não recomendo."
P3644,4,"Produto top, cumpre o que promete."
P1614,4,"Produto top, cumpre o que promete."
P5816,1,"Experiência horrível, perdi meu tempo."
P5867,1,"Horrível, não recomendo."
P5485,4,"Produto top, cumpre o que promete."
P8096,1,Produto chegou quebrado.
P1236,5,"Gostei muito, valeu a pena."
P3703,4,"Ótimo custo-benefício, comprarei novamente."
P5193,1,Decepcionado com a compra.
P4483,1,"Horrível, não recomendo."
P7810,2,"Horrível, não recomendo."
P2873,4,Gostei demais!
P6244,5,"Qualidade incrível, entrega rápida."
P8925,5,"Nada a reclamar, só elogios."
P1953,2,Frágil e mal acabado.
P6410,2,Frágil e mal acabado.
P4498,4,"Ótimo custo-benefício, comprarei novamente."
P1275,5,"Produto top, cumpre o que promete."
P3164,4,"Amei esse produto, super útil."
P5555,2,"Muito ruim, não gostei."
P1732,1,"Péssima qualidade, não funciona direito."
P7095,4,"Ótimo custo-benefício, comprarei novamente."
P1645,1,Produto chegou quebrado.
P6368,5,"Amei esse produto, super útil."
P4594,5,"Produto maravilhoso, funcionou perfeitamente."
P4311,1,Dinheiro jogado fora.
P6632,5,"Ótimo custo-benefício, comprarei novamente."
P9026,2,"Experiência horrível, perdi meu tempo."
P3874,1,Dinheiro jogado fora.
P2716,2,Frágil e mal acabado.
P6504,5,"Qualidade incrível, entrega rápida."
P6329,1,Decepcionado com a compra.
P3578,5,"Ótimo custo-benefício, comprarei novamente."
P7306,4,"Qualidade incrível, entrega rápida."
P8897,4,"Gostei muito, valeu a pena."
P7328,2,"Péssima qualidade, não funciona direito."
P1706,4,"Amei esse produto, super útil."
P5183,5,"Qualidade incrível, entrega rápida."
P3216,2,Frágil e mal acabado.
P3700,5,"Amei esse produto, super útil."
P5056,2,"Péssima qualidade, não funciona direito."
P5683,4,"Excelente produto, super recomendo!"
P6137,2,"Atendimento péssimo, nunca mais."
P4345,2,Dinheiro jogado fora.
P5817,5,"Excelente produto, super recomendo!"
P8577,4,"Nada a reclamar, só elogios."
P1663,5,"Nada a reclamar, só elogios."
P7345,1,"Experiência horrível, perdi meu tempo."
P5036,2,Decepcionado com a compra.
P1094,5,"Qualidade incrível, entrega rápida."
P9529,1,Veio diferente do anúncio.
P6879,5,"Gostei muito, valeu a pena."
P6634,4,"Excelente produto, super recomendo!"
P2073,5,Muito bom mesmo!
P1753,2,Frágil e mal acabado.
P5299,1,Dinheiro jogado fora.
P1787,4,"Excelente produto, super recomendo!"
P3366,1,Veio diferente do anúncio.
P3752,4,"Qualidade incrível, entrega rápida."
P2340,2,Veio diferente do anúncio.
P3205,2,Dinheiro jogado fora.
P8306,1,"Péssima qualidade, não funciona direito."
P9674,5,"Qualidade incrível, entrega rápida."
P9081,4,"Amei esse produto, super útil."
P5883,4,"Nada a reclamar, só elogios."
P1761,4,Muito bom mesmo!
P5322,5,"Ótimo custo-benefício, comprarei novamente."
P1801,4,Gostei demais!
P7497,1,"Muito ruim, não gostei."
P6215,5,"Produto top, cumpre o que promete."
P1636,1,"Muito ruim, não gostei."
P5703,5,"Ótimo custo-benefício, comprarei novamente."
P9374,5,"Ótimo custo-benefício, comprarei novamente."
P8293,5,Muito bom mesmo!
P3848,1,Veio diferente do anúncio.
P3174,2,Veio diferente do anúncio.
P5005,2,"Experiência horrível, perdi meu tempo."
P6845,2,"Atendimento péssimo, nunca mais."
P4166,1,"Muito ruim, não gostei."
P8066,5,"Gostei muito, valeu a pena."
P5879,1,"Horrível, não recomendo."
P7079,4,Muito bom mesmo!
P2454,5,"Excelente produto, super recomendo!"
P7577,4,"Nada a reclamar, só elogios."
P4149,1,"Atendimento péssimo, nunca mais."
P3777,2,"Horrível, não recomendo."
P2969,5,"Gostei muito, valeu a pena."
P7413,2,Decepcionado com a compra.
P7957,5,"Produto maravilhoso, funcionou perfeitamente."
P2509,1,Veio diferente do anúncio.
P7947,5,Muito bom mesmo!
P5770,1,"Péssima qualidade, não funciona direito."
P3878,1,"Péssima qualidade, não funciona direito."
P9945,2,Frágil e mal acabado.
P5276,4,"Produto maravilhoso, funcionou perfeitamente."
P9006,5,"Qualidade incrível, entrega rápida."
P7486,1,"Péssima qualidade, não funciona direito."
P8292,1,"Horrível, não recomendo."
P1298,2,Dinheiro jogado fora.
P5612,4,Gostei demais!
P9235,5,Muito bom mesmo!
P4616,5,"Produto top, cumpre o que promete."
P9607,5,"Gostei muito, valeu a pena."
P4538,1,"Horrível, não recomendo."
P1515,4,"Amei esse produto, super útil."
P2511,2,Produto chegou quebrado.
P8027,5,"Amei esse produto, super útil."
P9824,5,"Ótimo custo-benefício, comprarei novamente."
P1345,1,"Experiência horrível, perdi meu tempo."
P4322,1,"Péssima qualidade, não funciona direito."
P4599,2,"Experiência horrível, perdi meu tempo."
P6686,4,Muito bom mesmo!
P9740,4,"Produto maravilhoso, funcionou perfeitamente."
P3184,1,Dinheiro jogado fora.
P1217,1,Dinheiro jogado fora.
P4459,5,Muito bom mesmo!
P6553,1,Decepcionado com a compra.
P3027,2,Decepcionado com a compra.
P6173,1,Dinheiro jogado fora.
P3042,5,Muito bom mesmo!
P9141,5,"Qualidade incrível, entrega rápida."
P6027,4,"Qualidade incrível, entrega rápida."
P7325,1,Decepcionado com a compra.
P8922,4,Muito bom mesmo!
P5551,4,"Excelente produto, super recomendo!"
P4705,1,"Horrível, não recomendo."
P9954,1,Veio diferente do anúncio.
P9599,1,Dinheiro jogado fora.
P8743,4,"Nada a reclamar, só elogios."
P7169,5,"Gostei muito, valeu a pena."
P8198,2,Frágil e mal acabado.
P5203,1,"Péssima qualidade, não funciona direito."
P6700,1,Decepcionado com a compra.
P9813,2,"Experiência horrível, perdi meu tempo."
P8898,5,"Produto top, cumpre o que promete."
P9256,5,"Produto top, cumpre o que promete."
P4124,5,"Qualidade incrível, entrega rápida."
P5946,1,"Atendimento péssimo, nunca mais."
P1260,1,"Experiência horrível, perdi meu tempo."
P8480,1,"Experiência horrível, perdi meu tempo."
P6532,1,"Péssima qualidade, não funciona direito."
P4008,2,Frágil e mal acabado.
P6827,1,"Experiência horrível, perdi meu tempo."
P1013,4,"Produto top, cumpre o que promete."
P7680,4,"Ótimo custo-benefício, comprarei novamente."
P9017,2,Frágil e mal acabado.
P6705,4,"Amei esse produto, super útil."
P6392,4,"Amei esse produto, super útil."
P6740,4,"Produto top, cumpre o que promete."
P1625,2,Decepcionado com a compra.
P6225,1,"Muito ruim, não gostei."
P2161,2,Dinheiro jogado fora.
P6154,5,Muito bom mesmo!
P9848,4,Gostei demais!
P6634,2,"Horrível, não recomendo."
P7926,5,"Produto maravilhoso, funcionou perfeitamente."
P5178,2,Frágil e mal acabado.
P9107,4,Gostei demais!
P5791,4,"Excelente produto, super recomendo!"
P4086,5,"Nada a reclamar, só elogios."
P9003,4,"Ótimo custo-benefício, comprarei novamente."
P4135,5,"Amei esse produto, super útil."
P5688,5,"Produto maravilhoso, funcionou perfeitamente."
P9924,5,"Ótimo custo-benefício, comprarei novamente."
P7647,2,Frágil e mal acabado.
P3629,5,"Gostei muito, valeu a pena."
P3707,4,"Nada a reclamar, só elogios."
P7481,4,"Excelente produto, super recomendo!"
P7787,1,"Muito ruim, não gostei."
P2642,5,"Ótimo custo-benefício, comprarei novamente."
P9377,5,"Produto top, cumpre o que promete."
P4673,2,"Péssima qualidade, não funciona direito."
P5386,1,"Muito ruim, não gostei."
P2953,4,"Amei esse produto, super útil."
P7937,4,"Qualidade incrível, entrega rápida."
P3690,1,Frágil e mal acabado.
P8585,4,Muito bom mesmo!
P2550,1,"Péssima qualidade, não funciona direito."
P1576,2,Decepcionado com a compra.
P8970,1,Decepcionado com a compra.
P6324,2,"Horrível, não recomendo."
P3602,1,"Péssima qualidade, não funciona direito."
P3015,2,Produto chegou quebrado.
P2496,5,"Ótimo custo-benefício, comprarei novamente."
P5451,2,"Muito ruim, não gostei."
P4147,2,Veio diferente do anúncio.
P2543,1,"Atendimento péssimo, nunca mais."
P8451,1,Dinheiro jogado fora.
P9473,2,Produto chegou quebrado.
P5344,2,"Muito ruim, não gostei."
P6732,2,Decepcionado com a compra.
P9433,1,"Muito ruim, não gostei."
P6629,1,Veio diferente do anúncio.
P1900,5,"Nada a reclamar, só elogios."
P3976,4,"Ótimo custo-benefício, comprarei novamente."
P6236,4,"Ótimo custo-benefício, comprarei novamente."
P3038,1,"Atendimento péssimo, nunca mais."
P5922,1,Produto chegou quebrado.
P2686,4,"Amei esse produto, super útil."
P3640,5,"Ótimo custo-benefício, comprarei novamente."
P5777,5,"Excelente produto, super recomendo!"
P5890,4,"Gostei muito, valeu a pena."
P4633,1,"Experiência horrível, perdi meu tempo."
P2281,2,"Horrível, não recomendo."
P7906,2,"Experiência horrível, perdi meu tempo."
P2896,4,"Qualidade incrível, entrega rápida."
P3156,2,"Atendimento péssimo, nunca mais."
P6424,1,"Atendimento péssimo, nunca mais."
P5346,2,Frágil e mal acabado.
P5563,4,"Nada a reclamar, só elogios."
P4990,5,"Produto maravilhoso, funcionou perfeitamente."
P3784,4,"Produto maravilhoso, funcionou perfeitamente."
P1019,5,"Ótimo custo-benefício, comprarei novamente."
P7339,4,"Ótimo custo-benefício, comprarei novamente."
P2015,2,"Experiência horrível, perdi meu tempo."
P2121,5,"Produto maravilhoso, funcionou perfeitamente."
P4039,2,Frágil e mal acabado.
P8197,2,"Muito ruim, não gostei."
P5890,5,"Excelente produto, super recomendo!"
P5496,5,"Excelente produto, super recomendo!"
P7295,4,Gostei demais!
P3362,5,"Produto top, cumpre o que promete."
P7104,2,Dinheiro jogado fora.
P8323,4,"Amei esse produto, super útil."
P5083,5,"Ótimo custo-benefício, comprarei novamente."
P3477,2,"Muito ruim, não gostei."
P2078,2,"Péssima qualidade, não funciona direito."
P7193,1,Dinheiro jogado fora.
P4536,1,"Muito ruim, não gostei."
P2840,2,Produto chegou quebrado.
P7717,5,"Produto top, cumpre o que promete."
P4381,1,"Horrível, não recomendo."
P6214,1,Dinheiro jogado fora.
P1035,4,"Excelente produto, super recomendo!"
P5357,5,"Qualidade incrível, entrega rápida."
P6844,1,"Experiência horrível, perdi meu tempo."
P4236,2,Decepcionado com a compra.
P6899,4,"Produto maravilhoso, funcionou perfeitamente."
P8566,1,Veio diferente do anúncio.
P3086,4,"Excelente produto, super recomendo!"
P8174,2,"Muito ruim, não gostei."
P2288,4,Muito bom mesmo!
P7866,5,Muito bom mesmo!
P9241,1,"Péssima qualidade, não funciona direito."
P5070,4,"Gostei muito, valeu a pena."
P6300,4,"Nada a reclamar, só elogios."
P9507,1,Produto chegou quebrado.
P9357,5,"Amei esse produto, super útil."
P2579,1,"Atendimento péssimo, nunca mais."
P8304,1,"Péssima qualidade, não funciona direito."
P7500,2,"Muito ruim, não gostei."
P3741,2,"Péssima qualidade, não funciona direito."
P1600,5,"Gostei muito, valeu a pena."
P2171,2,Decepcionado com a compra.
P9838,4,"Gostei muito, valeu a pena."
P6917,1,Decepcionado com a compra.
P5695,5,"Amei esse produto, super útil."
P9778,1,"Horrível, não recomendo."
P7177,5,"Qualidade incrível, entrega rápida."
P4786,5,"Gostei muito, valeu a pena."
P3771,4,"Gostei muito, valeu a pena."
P9860,5,Muito bom mesmo!
P1568,2,Produto chegou quebrado.
P5387,2,Produto chegou quebrado.
P2480,5,"Nada a reclamar, só elogios."
P4595,1,"Atendimento péssimo, nunca mais."
P3439,4,"Nada a reclamar, só elogios."
P5871,4,"Ótimo custo-benefício, comprarei novamente."
P9883,1,"Experiência horrível, perdi meu tempo."
P1645,1,"Atendimento péssimo, nunca mais."
P8127,2,Veio diferente do anúncio.
P2745,2,"Horrível, não recomendo."
P6823,5,Muito bom mesmo!
P6272,1,Veio diferente do anúncio.
P8898,4,"Excelente produto, super recomendo!"
P9148,2,Frágil e mal acabado.
P7413,1,Veio diferente do anúncio.
P1448,1,Frágil e mal acabado.
P2025,4,Gostei demais!
P9960,2,Frágil e mal acabado.
P2742,4,"Nada a reclamar, só elogios."
P3200,4,"Produto maravilhoso, funcionou perfeitamente."
P1188,2,"Atendimento péssimo, nunca mais."
P1150,5,"Produto top, cumpre o que promete."
P2619,5,"Gostei muito, valeu a pena."
P4462,2,"Atendimento péssimo, nunca mais."
P7164,2,Frágil e mal acabado.
P2059,5,"Produto top, cumpre o que promete."
P2016,4,Gostei demais!
P1796,2,"Atendimento péssimo, nunca mais."
P9359,4,"Nada a reclamar, só elogios."
P3777,1,"Atendimento péssimo, nunca mais."
P6575,1,"Horrível, não recomendo."
P8345,1,"Muito ruim, não gostei."
P7863,4,"Qualidade incrível, entrega rápida."
P6282,5,"Produto top, cumpre o que promete."
P3921,1,"Muito ruim, não gostei."
P5447,4,"Produto top, cumpre o que promete."
P1564,4,"Gostei muito, valeu a pena."
P5604,2,Dinheiro jogado fora.
P8379,5,Gostei demais!
P9595,4,"Nada a reclamar, só elogios."
P8554,4,"Ótimo custo-benefício, comprarei novamente."
P7287,5,Muito bom mesmo!
P1450,5,"Qualidade incrível, entrega rápida."
P7261,5,"Amei esse produto, super útil."
P4229,4,"Nada a reclamar, só elogios."
P1564,1,Dinheiro jogado fora.
P8665,1,Decepcionado com a compra.
P9491,2,Veio diferente do anúncio.
P2357,1,Frágil e mal acabado.
P9272,2,Decepcionado com a compra.
P5267,2,Dinheiro jogado fora.
P8844,4,"Excelente produto, super recomendo!"
P5015,2,Dinheiro jogado fora.
P5430,2,Dinheiro jogado fora.
P1477,1,"Experiência horrível, perdi meu tempo."
P6286,5,"Ótimo custo-benefício, comprarei novamente."
P6894,4,"Qualidade incrível, entrega rápida."
P1419,5,Gostei demais!
P5376,4,"Gostei muito, valeu a pena."
P6808,2,"Atendimento péssimo, nunca mais."
P7803,1,Produto chegou quebrado.
P4557,5,Gostei demais!
P5223,1,"Atendimento péssimo, nunca mais."
P3561,1,"Péssima qualidade, não funciona direito."
P8961,5,"Gostei muito, valeu a pena."
P9281,2,Decepcionado com a compra.
P8198,2,"Horrível, não recomendo."
P4114,1,"Experiência horrível, perdi meu tempo."
P7709,1,Dinheiro jogado fora.
P6714,2,Frágil e mal acabado.
P4601,4,Gostei demais!
P4958,4,"Produto top, cumpre o que promete."
P9804,2,Decepcionado com a compra.
P4716,2,Produto chegou quebrado.
P2540,1,Dinheiro jogado fora.
P8392,2,"Atendimento péssimo, nunca mais."
P1570,1,Decepcionado com a compra.
P4670,2,"Péssima qualidade, não funciona direito."
P9984,1,"Atendimento péssimo, nunca mais."
P1973,4,"Gostei muito, valeu a pena."
P2624,1,"Muito ruim, não gostei."
P4247,5,"Gostei muito, valeu a pena."
P5800,4,"Ótimo custo-benefício, comprarei novamente."
P6592,1,"Péssima qualidade, não funciona direito."
P3048,5,"Excelente produto, super recomendo!"
P5513,4,"Nada a reclamar, só elogios."
P9932,2,Veio diferente do anúncio.
P9763,2,Frágil e mal acabado.
P6670,2,Decepcionado com a compra.
P2977,4,"Qualidade incrível, entrega rápida."
P6089,2,"Experiência horrível, perdi meu tempo."
P2635,5,"Excelente produto, super recomendo!"
P7945,4,"Qualidade incrível, entrega rápida."
P2317,2,Veio diferente do anúncio.
P6791,2,Decepcionado com a compra.
P6371,4,Muito bom mesmo!
P3058,5,Muito bom mesmo!
P9177,4,"Produto top, cumpre o que promete."
P2671,1,"Experiência horrível, perdi meu tempo."
P7815,2,"Muito ruim, não gostei."
P3014,1,Produto chegou quebrado.
P2382,2,"Muito ruim, não gostei."
P5293,2,Veio diferente do anúncio.
P7081,5,"Gostei muito, valeu a pena."
P9552,5,"Qualidade incrível, entrega rápida."
P8126,5,"Produto top, cumpre o que promete."
P6697,4,Muito bom mesmo!
P8809,4,"Produto maravilhoso, funcionou perfeitamente."
P6455,4,"Nada a reclamar, só elogios."
P2207,5,Gostei demais!
P2339,5,"Excelente produto, super recomendo!"
P6595,5,"Excelente produto, super recomendo!"
P8652,1,"Atendimento péssimo, nunca mais."
P8710,2,Decepcionado com a compra.
P2269,1,"Muito ruim, não gostei."
P2909,2,"Atendimento péssimo, nunca mais."
P1928,1,Dinheiro jogado fora.
P5945,2,Veio diferente do anúncio.
P4609,5,"Nada a reclamar, só elogios."
P2699,4,"Ótimo custo-benefício, comprarei novamente."
P3447,2,"Atendimento péssimo, nunca mais."
P5407,2,Produto chegou quebrado.
P2203,5,"Amei esse produto, super útil."
P3053,2,"Péssima qualidade, não funciona direito."
P6952,4,Gostei demais!
P6883,2,Produto chegou quebrado.
P1713,4,"Excelente produto, super recomendo!"
P3348,5,"Amei esse produto, super útil."
P5283,4,"Nada a reclamar, só elogios."
P2508,4,"Gostei muito, valeu a pena."
P5100,5,"Ótimo custo-benefício, comprarei novamente."
P8623,4,"Produto maravilhoso, funcionou perfeitamente."
P6368,5,"Qualidade incrível, entrega rápida."
P6283,4,"Nada a reclamar, só elogios."
P8883,4,Gostei demais!
P6669,4,"Produto maravilhoso, funcionou perfeitamente."
P4080,1,"Muito ruim, não gostei."
P9751,1,Dinheiro jogado fora.
P3628,5,Gostei demais!
P9491,4,"Gostei muito, valeu a pena."
P1029,5,"Produto top, cumpre o que promete."
P8054,1,"Muito ruim, não gostei."
P6008,1,Veio diferente do anúncio.
P5525,5,"Produto top, cumpre o que promete."
P8882,1,Frágil e mal acabado.
P6312,1,Frágil e mal acabado.
P7650,1,Produto chegou quebrado.
P9573,1,Frágil e mal acabado.
P8303,4,"Produto maravilhoso, funcionou perfeitamente."
P4603,1,"Horrível, não recomendo."
P9025,2,Decepcionado com a compra.
P5201,5,"Produto top, cumpre o que promete."
P3062,2,Frágil e mal acabado.
P8992,2,"Péssima qualidade, não funciona direito."
P5193,5,"Excelente produto, super recomendo!"
P9717,2,"Muito ruim, não gostei."
P5138,5,"Gostei muito, valeu a pena."
P9188,5,Gostei demais!
P6066,4,"Ótimo custo-benefício, comprarei novamente."
P6938,4,Gostei demais!
P6433,5,"Excelente produto, super recomendo!"
P5673,5,"Produto top, cumpre o que promete."
P5918,2,"Horrível, não recomendo."
P8852,5,"Ótimo custo-benefício, comprarei novamente."
P3017,4,"Ótimo custo-benefício, comprarei novamente."
P8811,2,Veio diferente do anúncio.
P7096,2,Produto chegou quebrado.
P5365,2,Veio diferente do anúncio.
P2387,2,Decepcionado com a compra.
P9791,4,"Gostei muito, valeu a pena."
P2537,4,"Nada a reclamar, só elogios."
P2585,2,"Experiência horrível, perdi meu tempo."
P6905,4,"Produto top, cumpre o que promete."
P3376,4,"Nada a reclamar, só elogios."
P9293,1,"Experiência horrível, perdi meu tempo."
P9975,4,"Produto top, cumpre o que promete."
P5488,2,"Atendimento péssimo, nunca mais."
P6970,1,"Horrível, não recomendo."
P9689,2,Frágil e mal acabado.
P9931,4,"Produto maravilhoso, funcionou perfeitamente."
P9495,4,"Qualidade incrível, entrega rápida."
P7677,5,"Gostei muito, valeu a pena."
P6087,2,"Muito ruim, não gostei."
P3887,5,"Produto maravilhoso, funcionou perfeitamente."
P9313,5,"Excelente produto, super recomendo!"
P8493,5,"Produto top, cumpre o que promete."
P2732,5,"Gostei muito, valeu a pena."
P5463,4,"Gostei muito, valeu a pena."
P6062,2,"Horrível, não recomendo."
P2503,2,"Horrível, não recomendo."
P2944,4,Gostei demais!
P9464,4,"Produto maravilhoso, funcionou perfeitamente."
P6080,4,"Produto top, cumpre o que promete."
P1729,2,"Péssima qualidade, não funciona direito."
P4803,5,"Nada a reclamar, só elogios."
P1638,5,"Amei esse produto, super útil."
P3184,4,"Gostei muito, valeu a pena."
P2107,4,"Nada a reclamar, só elogios."
P8498,5,"Nada a reclamar, só elogios."
P6426,4,"Amei esse produto, super útil."
P1099,2,Veio diferente do anúncio.
P3944,2,Veio diferente do anúncio.
P6676,4,"Qualidade incrível, entrega rápida."
P7674,4,"Excelente produto, super recomendo!"
P1301,2,"Experiência horrível, perdi meu tempo."
P1561,4,"Nada a reclamar, só elogios."
P3275,1,"Horrível, não recomendo."
P1132,2,"Experiência horrível, perdi meu tempo."
P5748,5,"Nada a reclamar, só elogios."
P7936,4,Muito bom mesmo!
P9477,5,"Produto top, cumpre o que promete."
P1995,5,"Qualidade incrível, entrega rápida."
P7382,5,"Gostei muito, valeu a pena."
P1541,5,"Produto maravilhoso, funcionou perfeitamente."
P5546,4,Muito bom mesmo!
P9279,4,"Nada a reclamar, só elogios."
P6097,1,Frágil e mal acabado.
P6417,2,Decepcionado com a compra.
P4203,5,"Amei esse produto, super útil."
P3808,4,"Gostei muito, valeu a pena."
P7015,2,"Experiência horrível, perdi meu tempo."
P8595,5,"Amei esse produto, super útil."
P3406,4,"Ótimo custo-benefício, comprarei novamente."
P7816,5,Muito bom mesmo!
P2444,2,"Experiência horrível, perdi meu tempo."
P1636,1,"Péssima qualidade, não funciona direito."
P9168,2,"Horrível, não recomendo."
P4103,5,"Produto maravilhoso, funcionou perfeitamente."
P8128,5,"Qualidade incrível, entrega rápida."
P1180,2,Decepcionado com a compra.
P9274,2,"Horrível, não recomendo."
P3453,4,"Excelente produto, super recomendo!"
P9825,2,"Péssima qualidade, não funciona direito."
P9796,1,"Experiência horrível, perdi meu tempo."
P4726,4,"Qualidade incrível, entrega rápida."
P8878,4,"Amei esse produto, super útil."
P7992,1,"Péssima qualidade, não funciona direito."
P4268,1,"Horrível, não recomendo."
P4468,5,Gostei demais!
P8571,5,"Amei esse produto, super útil."
P9484,5,"Ótimo custo-benefício, comprarei novamente."
P4667,5,"Qualidade incrível, entrega rápida."
P7926,5,"Nada a reclamar, só elogios."
P8140,4,"Qualidade incrível, entrega rápida."
P8772,4,"Amei esse produto, super útil."
P4422,4,"Produto top, cumpre o que promete."
P3286,4,Muito bom mesmo!
P9830,5,"Gostei muito, valeu a pena."
P2084,5,"Qualidade incrível, entrega rápida."
P5421,4,"Produto maravilhoso, funcionou perfeitamente."
P6058,4,"Ótimo custo-benefício, comprarei novamente."
P1741,1,Frágil e mal acabado.
P7010,5,"Amei esse produto, super útil."
P8261,4,"Gostei muito, valeu a pena."
P5293,4,"Qualidade incrível, entrega rápida."
P4035,5,"Ótimo custo-benefício, comprarei novamente."
P8615,5,Gostei demais!
P9279,4,"Nada a reclamar, só elogios."
P5537,4,"Amei esse produto, super útil."
P4096,2,"Experiência horrível, perdi meu tempo."
P7609,1,"Muito ruim, não gostei."
P8300,4,"Ótimo custo-benefício, comprarei novamente."
P7957,5,"Gostei muito, valeu a pena."
P8205,4,Muito bom mesmo!
P6517,2,Dinheiro jogado fora.
P7187,2,"Horrível, não recomendo."
P7048,2,"Muito ruim, não gostei."
P8931,1,"Péssima qualidade, não funciona direito."
P4231,1,"Horrível, não recomendo."
P2562,5,"Nada a reclamar, só elogios."
P6590,4,Muito bom mesmo!
P3401,5,Gostei demais!
P9576,4,"Gostei muito, valeu a pena."
P3154,2,Dinheiro jogado fora.
P8575,5,Gostei demais!
P2592,4,Gostei demais!
P9410,5,Gostei demais!
P6449,5,"Ótimo custo-benefício, comprarei novamente."
P2850,5,Muito bom mesmo!
P1887,1,"Péssima qualidade, não funciona direito."
P7047,1,Dinheiro jogado fora.
P6620,5,Muito bom mesmo!
P6319,2,"Péssima qualidade, não funciona direito."
P9191,1,"Muito ruim, não gostei."
P6490,4,"Ótimo custo-benefício, comprarei novamente."
P3757,1,"Péssima qualidade, não funciona direito."
P8640,4,"Qualidade incrível, entrega rápida."
P5660,5,"Produto top, cumpre o que promete."
P8870,4,Gostei demais!
P7613,1,Produto chegou quebrado.
P4956,5,"Amei esse produto, super útil."
P7883,4,"Gostei muito, valeu a pena."
P7588,1,Produto chegou quebrado.
P9606,4,"Qualidade incrível, entrega rápida."
P9905,5,"Excelente produto, super recomendo!"
P7328,4,Gostei demais!
P8090,5,Muito bom mesmo!
P7088,2,"Atendimento péssimo, nunca mais."
P5461,1,Veio diferente do anúncio.
P6939,5,"Qualidade incrível, entrega rápida."
P4674,2,Produto chegou quebrado.
P4984,4,"Excelente produto, super recomendo!"
P9253,2,"Experiência horrível, perdi meu tempo."
P2006,2,Produto chegou quebrado.
P3968,5,"Gostei muito, valeu a pena."
P9087,2,"Horrível, não recomendo."
P8446,5,"Gostei muito, valeu a pena."
P8966,4,"Qualidade incrível, entrega rápida."
P9047,1,"Experiência horrível, perdi meu tempo."
P4543,1,Produto chegou quebrado.
P2662,5,"Amei esse produto, super útil."
P9481,4,"Qualidade incrível, entrega rápida."
P9017,5,"Amei esse produto, super útil."
P5087,1,"Muito ruim, não gostei."
P4727,1,"Atendimento péssimo, nunca mais."
P4822,5,"Amei esse produto, super útil."
P7189,5,"Produto top, cumpre o que promete."
P2704,1,Produto chegou quebrado.
P4743,4,"Excelente produto, super recomendo!"
P3783,4,Muito bom mesmo!
P4742,4,Gostei demais!
P4147,2,"Atendimento péssimo, nunca mais."
P1112,1,Dinheiro jogado fora.
P2480,5,"Qualidade incrível, entrega rápida."
P4277,4,Muito bom mesmo!
P4414,5,"Produto maravilhoso, funcionou perfeitamente."
P6282,5,"Produto top, cumpre o que promete."
P9668,1,"Experiência horrível, perdi meu tempo."
P5563,1,Veio diferente do anúncio.
P9005,5,"Qualidade incrível, entrega rápida."
P8652,4,"Ótimo custo-benefício, comprarei novamente."
P7545,1,"Experiência horrível, perdi meu tempo."
P9057,2,"Muito ruim, não gostei."
P5098,4,"Ótimo custo-benefício, comprarei novamente."
P3564,5,"Excelente produto, super recomendo!"
P7931,5,"Produto maravilhoso, funcionou perfeitamente."
P1441,4,"Gostei muito, valeu a pena."
P5583,5,Muito bom mesmo!
P1343,4,Muito bom mesmo!
P4873,4,"Nada a reclamar, só elogios."
P8403,1,"Experiência horrível, perdi meu tempo."
P8696,2,"Experiência horrível, perdi meu tempo."
P8070,1,"Atendimento péssimo, nunca mais."
P3288,1,Veio diferente do anúncio.
P6982,1,Frágil e mal acabado.
P1120,5,"Nada a reclamar, só elogios."
P8097,2,Frágil e mal acabado.
P3254,2,"Experiência horrível, perdi meu tempo."
P5017,4,Gostei demais!
P5824,1,"Péssima qualidade, não funciona direito."
P6290,4,Muito bom mesmo!
P1247,4,"Amei esse produto, super útil."
P9841,1,Frágil e mal acabado.
P8409,5,Gostei demais!
P5607,5,"Nada a reclamar, só elogios."
P7508,5,"Amei esse produto, super útil."
P3024,5,Muito bom mesmo!
P5334,5,"Produto maravilhoso, funcionou perfeitamente."
P3673,2,Decepcionado com a compra.
P9921,5,"Produto maravilhoso, funcionou perfeitamente."
P6080,1,"Péssima qualidade, não funciona direito."
P9242,4,"Produto top, cumpre o que promete."
P3923,4,"Produto maravilhoso, funcionou perfeitamente."
P6629,1,Frágil e mal acabado.
P9217,4,"Ótimo custo-benefício, comprarei novamente."
P1309,4,"Qualidade incrível, entrega rápida."
P2395,4,"Produto maravilhoso, funcionou perfeitamente."
P2316,1,Frágil e mal acabado.
P3526,2,Frágil e mal acabado.
P7779,2,"Péssima qualidade, não funciona direito."
P9927,5,"Produto top, cumpre o que promete."
P7099,4,Gostei demais!
P2937,5,"Qualidade incrível, entrega rápida."
P6351,2,"Atendimento péssimo, nunca mais."
P1601,1,"Atendimento péssimo, nunca mais."
P6467,1,Produto chegou quebrado.
P9400,1,"Muito ruim, não gostei."
